City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Beloha,MG,2020-08-17 22:17:22,-25.17,45.05,64.11,95,28,7.58
272,Caravelas,BR,2020-08-17 22:17:22,-17.71,-39.25,72.73,82,3,6.49
273,Tieling,CN,2020-08-17 22:17:23,42.29,123.84,75.54,94,44,9.86
274,Atar,MR,2020-08-17 22:17:23,20.52,-13.05,101.05,24,0,9.35
275,San Rafael,AR,2020-08-17 22:17:23,-34.62,-68.33,61.88,26,0,8.88
276,New Amsterdam,GY,2020-08-17 22:17:23,6.25,-57.52,79.18,85,83,3.98
277,Gat,IL,2020-08-17 22:13:11,31.61,34.76,77.0,46,0,2.06
278,Komsomolskiy,UZ,2020-08-17 22:17:23,40.43,71.72,73.4,69,90,7.25
279,Diffa,NE,2020-08-17 22:17:23,13.32,12.61,85.1,55,54,7.92
280,Broome,US,2020-08-17 22:17:23,42.25,-75.83,78.01,44,1,9.17
281,Dingle,PH,2020-08-17 22:17:23,11.0,122.67,75.9,89,100,2.68
282,Kruisfontein,ZA,2020-08-17 22:17:24,-34.0,24.73,53.01,62,99,13.0
283,Isla Mujeres,MX,2020-08-17 22:17:24,21.23,-86.73,89.6,66,75,9.17
284,Taltal,CL,2020-08-17 22:17:24,-25.4,-70.48,55.96,67,25,4.99
285,Henderson,US,2020-08-17 22:15:12,36.04,-114.98,111.99,16,1,12.75
286,Presidencia Roque Saenz Pena,AR,2020-08-17 22:17:24,-26.79,-60.44,62.58,35,0,5.35
287,Pouebo,NC,2020-08-17 22:17:24,-20.4,164.57,71.26,77,98,7.11
288,Anshun,CN,2020-08-17 22:17:24,26.25,105.93,63.21,97,98,3.91
289,Corrente,BR,2020-08-17 22:17:25,-3.74,-43.34,82.99,49,87,2.15
290,Pocatello,US,2020-08-17 22:12:28,42.87,-112.45,96.8,13,1,8.05
291,Kuytun,RU,2020-08-17 22:17:25,54.34,101.5,46.38,80,87,6.51
292,Teguise,ES,2020-08-17 22:17:25,29.06,-13.56,73.4,83,20,21.92
293,Hay River,CA,2020-08-17 22:15:54,60.82,-115.8,62.6,77,40,6.93
294,Jaisinghnagar,IN,2020-08-17 22:17:25,23.7,81.38,75.16,95,100,9.13
295,Ngunut,ID,2020-08-17 22:17:25,-8.11,112.02,72.52,90,15,5.39
296,Riyadh,SA,2020-08-17 22:16:58,24.69,46.72,89.6,15,0,6.93
297,Akhisar,TR,2020-08-17 22:17:26,38.92,27.84,65.46,72,0,5.95
298,Jutai,BR,2020-08-17 22:17:26,-5.18,-68.9,79.36,81,95,0.25
299,Vostok,RU,2020-08-17 22:17:26,46.49,135.88,58.89,86,94,4.36
300,Palana,RU,2020-08-17 22:17:26,59.12,159.97,55.71,71,25,0.72
301,Chaibasa,IN,2020-08-17 22:17:26,22.57,85.82,77.32,91,98,3.85
302,Lebu,CL,2020-08-17 22:17:26,-37.62,-73.65,49.64,80,46,6.4
303,Belmonte,BR,2020-08-17 22:17:27,-15.86,-38.88,75.2,73,75,8.05
304,Benjamin Hill,MX,2020-08-17 22:17:27,30.17,-111.1,102.0,33,16,4.0
305,Huanren,CN,2020-08-17 22:17:27,41.26,125.37,72.12,92,100,4.72
306,Bluefields,NI,2020-08-17 22:17:27,12.01,-83.76,86.0,74,40,6.93
307,Amnat Charoen,TH,2020-08-17 22:17:27,15.86,104.63,76.01,88,100,3.38
308,Vila Velha,BR,2020-08-17 22:13:34,-20.33,-40.29,77.0,78,75,13.87
309,Imeni Poliny Osipenko,RU,2020-08-17 22:17:27,52.42,136.49,52.86,97,100,3.78
310,Luanda,AO,2020-08-17 22:15:27,-8.84,13.23,71.6,83,75,8.05
311,Ariquemes,BR,2020-08-17 22:17:27,-9.91,-63.04,91.83,22,19,2.44
312,Noumea,NC,2020-08-17 22:14:05,-22.28,166.46,72.0,93,75,3.36
313,Talcahuano,CL,2020-08-17 22:17:28,-36.72,-73.12,53.6,71,20,17.22
314,Ornskoldsvik,SE,2020-08-17 22:17:28,63.29,18.72,48.2,93,0,3.36
315,North Bend,US,2020-08-17 22:17:28,43.41,-124.22,82.99,82,20,14.99
316,Brookhaven,US,2020-08-17 22:17:28,31.58,-90.44,89.01,76,51,7.38
317,Buchanan,LR,2020-08-17 22:17:29,5.88,-10.05,75.42,82,96,8.14
318,Sao Jose Da Coroa Grande,BR,2020-08-17 22:17:29,-8.9,-35.15,74.03,84,28,10.16
319,Christchurch,NZ,2020-08-17 22:17:17,-43.53,172.63,48.99,81,98,11.41
320,Fagernes,NO,2020-08-17 22:17:29,60.99,9.23,57.99,70,0,2.46
321,Raudeberg,NO,2020-08-17 22:17:29,61.99,5.14,63.0,91,0,3.15
322,Rafsanjan,IR,2020-08-17 22:17:29,30.41,55.99,77.95,26,4,9.6
323,Cockburn Town,TC,2020-08-17 22:17:29,21.46,-71.14,86.0,74,40,6.93
324,Rincon,US,2020-08-17 22:17:29,32.3,-81.24,89.01,62,40,9.17
325,Chokurdakh,RU,2020-08-17 22:17:29,70.63,147.92,40.24,83,100,12.5
326,Grindavik,IS,2020-08-17 22:17:29,63.84,-22.43,53.6,93,75,6.93
327,Bonavista,CA,2020-08-17 22:17:30,48.65,-53.11,62.01,85,100,10.25
328,Kharp,RU,2020-08-17 22:17:30,66.8,65.81,49.6,83,94,5.68
329,Hays,US,2020-08-17 22:17:30,30.05,-98.03,96.01,38,98,5.01
330,Parana,AR,2020-08-17 22:17:30,-31.73,-60.52,69.01,28,0,1.01
331,Saquena,PE,2020-08-17 22:17:30,-4.67,-73.52,90.9,53,60,1.72
332,Kostomuksha,RU,2020-08-17 22:17:30,64.57,30.58,45.63,79,70,7.07
333,Liwale,TZ,2020-08-17 22:17:30,-9.77,37.93,65.44,63,28,2.64
334,Tual,ID,2020-08-17 22:15:15,-5.67,132.75,78.17,78,34,17.58
335,Otane,NZ,2020-08-17 22:17:31,-39.88,176.63,47.64,73,50,7.0
336,Aberdeen,GB,2020-08-17 22:17:31,57.14,-2.1,57.2,100,90,4.7
337,Avera,US,2020-08-17 22:17:31,33.19,-82.53,91.4,55,1,5.82
338,Port Hedland,AU,2020-08-17 22:17:31,-20.32,118.57,57.2,62,0,8.05
339,Bocas Del Toro,PA,2020-08-17 22:17:31,9.33,-82.25,66.99,98,17,5.93
340,Bourg-En-Bresse,FR,2020-08-17 22:17:31,46.17,5.17,64.99,78,70,2.95
341,Ust-Shonosha,RU,2020-08-17 22:17:31,61.15,41.34,46.44,82,79,3.71
342,Matelandia,BR,2020-08-17 22:17:31,-25.24,-54.0,73.4,83,75,4.7
343,San Cristobal,VE,2020-08-17 22:13:57,7.77,-72.22,86.0,58,75,5.82
344,Praia,CV,2020-08-17 22:17:32,14.92,-23.51,80.6,78,20,4.7
345,Victoria,HK,2020-08-17 22:14:14,22.29,114.16,82.0,83,95,5.01
346,Bria,CF,2020-08-17 22:17:32,6.54,21.99,71.35,94,95,2.01
347,Zig,US,2020-08-17 22:17:32,40.13,-92.77,82.99,54,1,9.17
348,Korla,CN,2020-08-17 22:17:32,41.76,86.15,80.01,47,36,4.0
349,Manlleu,ES,2020-08-17 22:17:32,42.0,2.28,70.0,89,100,1.01
350,Maraa,BR,2020-08-17 22:17:32,-1.83,-65.37,80.42,77,69,2.08
351,Vestmannaeyjar,IS,2020-08-17 22:17:32,63.44,-20.27,54.09,91,97,11.14
352,Faya,SA,2020-08-17 22:14:54,18.39,42.45,71.6,52,94,2.62
353,Kjollefjord,NO,2020-08-17 22:17:33,70.95,27.35,46.4,81,75,17.22
354,Hasaki,JP,2020-08-17 22:17:33,35.73,140.83,82.0,94,75,6.93
355,Gizo,SB,2020-08-17 22:17:33,-8.1,156.84,81.1,81,42,12.57
356,Berbera,SO,2020-08-17 22:17:33,10.44,45.01,92.84,44,46,15.52
357,Collie,AU,2020-08-17 22:13:27,-33.37,116.15,48.99,80,87,7.63
358,Punta Alta,AR,2020-08-17 22:17:33,-38.88,-62.07,52.18,50,0,11.01
359,Olafsvik,IS,2020-08-17 22:17:33,64.89,-23.71,55.54,83,44,7.76
360,Oksfjord,NO,2020-08-17 22:17:33,70.24,22.35,46.4,93,99,17.47
361,Hervey Bay,AU,2020-08-17 22:13:37,-25.3,152.85,50.0,87,0,4.7
362,Filadelfia,US,2020-08-17 22:13:54,39.95,-75.16,81.0,78,40,3.36
363,Hukuntsi,BW,2020-08-17 22:17:34,-24.0,21.75,52.5,40,31,15.41
364,Port-Gentil,GA,2020-08-17 22:17:34,-0.72,8.78,77.0,83,20,15.68
365,Riviere-Au-Renard,CA,2020-08-17 22:17:34,49.0,-64.4,69.8,64,40,8.05
366,Stepnogorsk,KZ,2020-08-17 22:17:34,52.35,71.89,59.65,57,99,10.69
367,Dubuque,US,2020-08-17 22:17:34,42.48,-90.87,78.8,54,20,12.75
368,Punta Cardon,VE,2020-08-17 22:17:34,11.66,-70.22,85.84,66,23,21.83
369,Rio Grande,BR,2020-08-17 22:16:59,-32.03,-52.1,57.0,73,0,7.29
370,Maniitsoq,GL,2020-08-17 22:17:34,65.42,-52.9,51.78,58,18,8.34
371,Ancud,CL,2020-08-17 22:15:47,-41.87,-73.82,48.2,70,75,11.41
372,Qasigiannguit,GL,2020-08-17 22:17:35,68.82,-51.19,48.2,49,19,2.24
373,Severnyy,RU,2020-08-17 22:17:35,50.68,36.55,68.0,64,5,8.95
374,Baruun-Urt,MN,2020-08-17 22:17:35,46.68,113.28,53.6,84,100,14.67
375,Hovd,MN,2020-08-17 22:17:35,48.01,91.64,57.76,66,23,0.43
376,Gilgit,PK,2020-08-17 22:17:35,35.92,74.31,82.62,33,0,4.56
377,Majalaya,ID,2020-08-17 22:17:35,-7.34,106.61,75.67,90,56,11.36
378,Olinda,BR,2020-08-17 22:17:35,-8.01,-34.86,78.8,74,40,9.17
379,Mazabuka,ZM,2020-08-17 22:17:35,-15.86,27.75,64.65,30,0,7.11
380,Abu Samrah,SY,2020-08-17 22:17:36,35.3,37.18,69.73,70,0,8.97
381,Lac Du Bonnet,CA,2020-08-17 22:17:36,50.25,-96.06,77.0,81,0,5.91
382,Moctezuma,MX,2020-08-17 22:17:36,29.8,-109.67,92.16,39,41,3.76
383,Morristown,US,2020-08-17 22:15:24,36.21,-83.29,84.99,42,1,8.05
384,Amparafaravola,MG,2020-08-17 22:17:36,-17.58,48.22,53.85,95,22,2.82
385,Anchorage,US,2020-08-17 22:14:24,61.22,-149.9,68.0,52,1,8.05
386,Buin,CL,2020-08-17 22:15:36,-33.73,-70.75,62.6,74,0,6.93
387,Tripoli,LY,2020-08-17 22:17:01,32.88,13.19,88.0,37,0,11.1
388,Inhambane,MZ,2020-08-17 22:17:36,-23.86,35.38,66.54,87,29,8.72
389,High Level,CA,2020-08-17 22:17:36,58.52,-117.14,75.2,60,75,8.05
390,Clonakilty,IE,2020-08-17 22:17:37,51.62,-8.87,59.0,100,40,8.05
391,Mayor Pablo Lagerenza,PY,2020-08-17 22:17:37,-19.93,-60.77,73.76,63,71,4.61
392,Wilkie,CA,2020-08-17 22:17:37,52.42,-108.7,86.0,48,20,5.82
393,Hailun,CN,2020-08-17 22:17:37,47.45,126.93,66.7,99,100,7.85
394,Kidal,ML,2020-08-17 22:17:37,18.44,1.41,89.4,45,3,11.39
395,Alpena,US,2020-08-17 22:17:37,45.06,-83.43,75.2,44,1,11.41
396,Batagay,RU,2020-08-17 22:17:37,67.63,134.63,49.06,56,23,1.32
397,Comodoro Rivadavia,AR,2020-08-17 22:17:37,-45.87,-67.5,53.6,30,40,24.16
398,Glasgow,GB,2020-08-17 22:12:58,55.87,-4.26,59.0,93,90,8.05
399,Robertsport,LR,2020-08-17 22:17:38,6.75,-11.37,75.9,82,98,13.56
400,Ucluelet,CA,2020-08-17 22:13:36,48.93,-125.55,64.99,93,75,6.93
401,Nesbyen,NO,2020-08-17 22:17:38,60.57,9.1,61.0,70,3,3.6
402,Piopio,NZ,2020-08-17 22:17:38,-38.47,175.02,51.55,63,99,8.55
403,Krasnovishersk,RU,2020-08-17 22:17:38,60.41,57.08,49.89,96,100,5.3
404,Vila Franca Do Campo,PT,2020-08-17 22:17:38,37.72,-25.43,73.4,94,75,21.92
405,Lavrentiya,RU,2020-08-17 22:17:38,65.58,-171.0,49.69,79,100,4.18
406,Kathmandu,NP,2020-08-17 22:17:38,27.72,85.32,73.4,94,75,3.36
407,Nobeoka,JP,2020-08-17 22:14:57,32.58,131.67,72.0,88,7,3.98
408,Luderitz,NA,2020-08-17 22:17:38,-26.65,15.16,55.17,66,0,10.8
409,Jining,CN,2020-08-17 22:17:39,35.41,116.58,78.19,94,0,7.38
410,Great Yarmouth,GB,2020-08-17 22:17:39,52.61,1.73,66.0,99,76,1.01
411,Joshimath,IN,2020-08-17 22:17:39,30.57,79.57,69.39,62,92,0.72
412,Hobyo,SO,2020-08-17 22:17:39,5.35,48.53,75.87,75,54,26.02
413,Laguna,US,2020-08-17 22:17:39,38.42,-121.42,104.0,22,1,16.11
414,Sume,BR,2020-08-17 22:17:39,-7.67,-36.88,73.36,61,50,15.21
415,Bani,DO,2020-08-17 22:17:39,18.28,-70.33,89.6,62,40,10.83
416,Ndioum,SN,2020-08-17 22:17:40,16.51,-14.65,89.6,55,6,4.7
417,Xuchang,CN,2020-08-17 22:17:40,34.02,113.82,77.0,94,0,2.24
418,Veraval,IN,2020-08-17 22:17:40,20.9,70.37,81.59,85,100,16.08
419,Coquimbo,CL,2020-08-17 22:17:40,-29.95,-71.34,51.8,81,90,5.82
420,Itamaraca,BR,2020-08-17 22:17:40,-7.75,-34.83,78.8,74,40,9.17
421,Pirgos,GR,2020-08-17 22:17:40,35.12,25.72,81.0,23,0,11.01
422,Lahaina,US,2020-08-17 22:15:03,20.88,-156.68,87.8,43,20,17.22
423,Codrington,AU,2020-08-17 22:17:40,-38.27,141.97,46.11,95,45,10.78
424,Mount Pleasant,US,2020-08-17 22:17:40,32.79,-79.86,84.2,70,1,6.91
425,Bilibino,RU,2020-08-17 22:17:40,68.05,166.44,38.37,84,100,10.2
426,Necochea,AR,2020-08-17 22:17:41,-38.55,-58.74,45.0,75,0,1.01
427,Vanimo,PG,2020-08-17 22:17:41,-2.67,141.3,78.67,82,35,6.53
428,Lichtenburg,ZA,2020-08-17 22:17:41,-26.15,26.16,51.91,78,38,11.97
429,Whitehorse,CA,2020-08-17 22:12:47,60.72,-135.05,57.2,82,75,10.29
430,Rio Gallegos,AR,2020-08-17 22:15:47,-51.62,-69.22,35.6,93,75,14.99
431,Jalu,LY,2020-08-17 22:17:41,29.03,21.55,81.7,43,0,9.1
432,Pontianak,ID,2020-08-17 22:17:41,-0.03,109.33,76.15,93,93,2.62
433,Lorengau,PG,2020-08-17 22:17:22,-2.02,147.27,82.45,78,11,9.24
434,Gavrilovka Vtoraya,RU,2020-08-17 22:17:41,52.88,42.77,56.3,79,0,4.65
435,Nandi Hills,KE,2020-08-17 22:17:41,0.11,35.18,69.8,83,92,4.7
436,Aksay,RU,2020-08-17 22:17:42,47.26,39.87,66.99,63,0,4.47
437,Umarkot,PK,2020-08-17 22:17:42,25.36,69.74,86.67,75,74,15.41
438,Cochrane,CA,2020-08-17 22:17:42,51.18,-114.47,91.99,25,1,6.93
439,Polunochnoye,RU,2020-08-17 22:17:42,60.87,60.42,51.44,100,100,6.33
440,Sayyan,YE,2020-08-17 22:17:42,15.17,44.32,67.32,44,91,4.07
441,Sokoni,TZ,2020-08-17 22:17:42,-6.43,39.55,76.32,80,100,14.5
442,Tommot,RU,2020-08-17 22:17:42,58.96,126.29,44.78,83,73,0.56
443,Coihaique,CL,2020-08-17 22:17:42,-45.58,-72.07,41.0,56,40,11.41
444,Albury,AU,2020-08-17 22:14:00,-36.08,146.92,48.2,100,90,4.7
445,Beidao,CN,2020-08-17 22:17:42,34.57,105.89,58.03,83,100,2.37
446,Bonthe,SL,2020-08-17 22:17:43,7.53,-12.51,76.55,82,94,9.82
447,Yar-Sale,RU,2020-08-17 22:17:43,66.83,70.83,50.49,92,100,9.48
448,Mabaruma,GY,2020-08-17 22:16:10,8.2,-59.78,79.29,95,95,3.18
449,Kargasok,RU,2020-08-17 22:17:43,59.06,80.86,56.93,90,95,9.4
450,Andreyevo,RU,2020-08-17 22:17:43,55.95,41.15,48.96,79,0,2.89
451,Henties Bay,NA,2020-08-17 22:17:43,-22.12,14.28,53.01,82,0,16.44
452,Piacabucu,BR,2020-08-17 22:17:43,-10.41,-36.43,73.65,86,46,10.85
453,Kaeo,NZ,2020-08-17 22:17:43,-35.1,173.78,60.01,3,100,10.0
454,Sisimiut,GL,2020-08-17 22:17:43,66.94,-53.67,51.19,52,65,2.13
455,Anadyr,RU,2020-08-17 22:14:52,64.75,177.48,53.6,66,20,13.42
456,Guerrero Negro,MX,2020-08-17 22:17:43,27.98,-114.06,86.56,42,0,15.68
457,Cobija,BO,2020-08-17 22:17:44,-11.03,-68.77,94.23,30,3,2.15
458,Imphal,IN,2020-08-17 22:17:44,24.82,93.95,70.5,93,100,1.68
459,Kyabram,AU,2020-08-17 22:17:44,-36.32,145.05,46.99,91,21,1.01
460,Shingu,JP,2020-08-17 22:17:44,33.73,135.98,81.32,66,8,4.61
461,Xichang,CN,2020-08-17 22:17:44,27.9,102.26,64.99,82,100,1.34
462,Xai-Xai,MZ,2020-08-17 22:17:44,-25.05,33.64,62.56,85,5,9.44
463,Abashiri,JP,2020-08-17 22:15:45,44.02,144.27,61.12,94,99,7.78
464,Firovo,RU,2020-08-17 22:17:44,57.48,33.7,48.76,86,0,2.57
465,Mokhsogollokh,RU,2020-08-17 22:17:44,61.47,128.92,47.98,68,76,3.62
466,Bathurst,AU,2020-08-17 22:13:37,-33.42,149.58,44.01,99,25,1.01
467,Poum,NC,2020-08-17 22:15:41,-20.23,164.02,70.59,78,100,20.98
468,Say,NE,2020-08-17 22:17:45,13.1,2.37,86.0,62,20,3.36
469,Omboue,GA,2020-08-17 22:17:45,-1.57,9.26,74.91,84,100,9.93
470,Bonoua,CI,2020-08-17 22:17:45,5.27,-3.6,75.2,94,20,6.93
471,Eufaula,US,2020-08-17 22:17:45,31.89,-85.15,91.0,51,88,1.99
472,Obo,CF,2020-08-17 22:17:45,5.4,26.49,68.72,96,89,0.83
473,Hagdan,PH,2020-08-17 22:17:45,11.33,123.9,81.86,75,100,3.51
474,Kuloy,RU,2020-08-17 22:17:45,61.03,42.49,45.45,80,34,5.46
475,Port Lincoln,AU,2020-08-17 22:17:46,-34.73,135.87,54.03,71,23,21.61
476,Puerto Escondido,MX,2020-08-17 22:17:46,15.85,-97.07,80.6,65,90,8.05
477,Acajutla,SV,2020-08-17 22:17:46,13.59,-89.83,89.6,55,20,4.7
478,Petropavlovsk-Kamchatskiy,RU,2020-08-17 22:17:20,53.05,158.65,55.4,100,90,2.24
479,Asyut,EG,2020-08-17 22:17:46,27.18,31.18,82.4,37,0,5.82
480,Shelburne,CA,2020-08-17 22:13:51,44.08,-80.2,72.0,68,20,6.93
481,Iquitos,PE,2020-08-17 22:16:24,-3.75,-73.25,87.8,66,40,3.36
482,Okhotsk,RU,2020-08-17 22:17:46,59.38,143.3,55.08,91,100,6.82
483,Srednekolymsk,RU,2020-08-17 22:17:46,67.45,153.68,46.31,74,100,12.68
484,Edd,ER,2020-08-17 22:17:46,13.93,41.69,92.25,54,100,5.19
485,Samarai,PG,2020-08-17 22:14:20,-10.62,150.67,75.18,63,51,8.25
486,Pemangkat,ID,2020-08-17 22:17:47,1.17,108.97,78.15,87,91,7.4
487,Binga,ZW,2020-08-17 22:17:47,-17.62,27.34,65.62,35,0,0.58
488,Bathsheba,BB,2020-08-17 22:17:47,13.22,-59.52,78.8,94,40,6.93
489,Honiara,SB,2020-08-17 22:17:47,-9.43,159.95,78.8,78,40,6.93
490,Cotonou,BJ,2020-08-17 22:17:47,6.37,2.42,77.0,88,20,10.29
491,Passo De Camaragibe,BR,2020-08-17 22:17:47,-9.24,-35.49,73.4,88,75,14.99
492,Kaihua,CN,2020-08-17 22:17:47,23.37,104.28,64.89,94,100,3.98
493,Ketchikan,US,2020-08-17 22:17:48,55.34,-131.65,60.8,87,90,11.41
494,Turbat,PK,2020-08-17 22:17:48,26.0,63.04,85.55,71,96,4.9
495,Mogadishu,SO,2020-08-17 22:17:48,2.04,45.34,75.11,81,100,13.38
496,Marrakesh,MA,2020-08-17 22:17:48,31.63,-8.01,78.8,47,0,13.87
497,Leh,IN,2020-08-17 22:17:48,34.17,77.58,64.96,33,0,5.06
498,Catamarca,AR,2020-08-17 22:17:48,-28.47,-65.79,69.01,47,0,4.0
499,Kristiinankaupunki,FI,2020-08-17 22:17:48,62.27,21.38,51.71,67,0,2.91
500,Tabuk,PH,2020-08-17 22:17:48,17.42,121.44,73.49,92,98,1.48
501,Bose,IT,2020-08-17 22:17:48,45.46,8.01,66.99,85,74,4.0
502,Takoradi,GH,2020-08-17 22:17:49,4.88,-1.76,75.18,83,83,12.06
503,Tahoua,NE,2020-08-17 22:17:49,14.89,5.27,93.11,33,82,7.99
504,Viedma,AR,2020-08-17 22:17:49,-40.81,-63.0,51.01,47,62,5.99
505,Bom Jesus Da Lapa,BR,2020-08-17 22:17:49,-13.26,-43.42,81.86,29,0,4.83
506,Lubango,AO,2020-08-17 22:17:49,-14.92,13.49,60.91,33,33,5.1
507,Koumac,NC,2020-08-17 22:17:49,-20.57,164.28,70.75,76,100,14.58
508,Mandalgovi,MN,2020-08-17 22:17:49,45.76,106.27,51.03,74,66,12.41
509,Waingapu,ID,2020-08-17 22:17:49,-9.66,120.26,72.37,84,58,7.63
510,Palmer,US,2020-08-17 22:17:49,42.16,-72.33,80.6,51,75,5.82
511,Roverud,NO,2020-08-17 22:17:50,60.25,12.05,64.4,77,2,3.36
512,Farsund,NO,2020-08-17 22:17:50,58.09,6.8,72.0,64,45,12.88
513,Saint-Augustin,CA,2020-08-17 22:17:50,51.23,-58.65,65.75,61,100,11.7
514,Surt,LY,2020-08-17 22:17:50,31.21,16.59,81.05,63,0,9.31
515,Kasaragod,IN,2020-08-17 22:17:50,12.5,75.0,77.0,94,75,4.9
516,Rawson,AR,2020-08-17 22:17:50,-43.3,-65.1,53.37,40,100,21.27
517,Bhainsdehi,IN,2020-08-17 22:17:50,21.65,77.63,71.38,99,100,7.45
518,Pingliang,CN,2020-08-17 22:17:50,35.54,106.69,57.38,77,100,1.45
519,Narasapur,IN,2020-08-17 22:17:50,16.45,81.67,78.12,88,100,8.32
520,Wagar,SD,2020-08-17 22:17:50,16.15,36.2,87.39,52,100,16.58
521,Kisangani,CD,2020-08-17 22:17:50,0.52,25.2,73.74,84,100,2.15
522,Talgar,KZ,2020-08-17 22:17:51,43.3,77.24,75.2,41,90,15.66
523,Ishigaki,JP,2020-08-17 22:17:51,24.34,124.16,80.6,88,75,6.93
524,Knysna,ZA,2020-08-17 22:17:51,-34.04,23.05,44.6,87,100,20.8
525,Wairoa,NZ,2020-08-17 22:17:51,-39.03,177.37,51.06,60,33,3.33
526,Lamar,US,2020-08-17 22:17:51,33.67,-95.58,93.99,52,1,5.82
527,Myanaung,MM,2020-08-17 22:17:51,18.28,95.32,74.97,95,100,6.33
528,Xiaoweizhai,CN,2020-08-17 22:17:51,26.19,107.51,67.08,93,88,0.54
529,Poopo,BO,2020-08-17 22:17:51,-18.37,-66.97,54.01,35,60,18.1
530,Vanavara,RU,2020-08-17 22:17:52,60.34,102.28,46.35,70,99,4.56
531,Seoul,KR,2020-08-17 22:16:57,37.57,126.98,75.2,100,1,1.03
532,Tuskegee,US,2020-08-17 22:17:52,32.42,-85.69,88.0,78,96,6.42
533,Antigonish,CA,2020-08-17 22:17:52,45.62,-62.0,59.0,96,100,5.01
534,Pirovskoye,RU,2020-08-17 22:17:52,57.63,92.27,49.35,86,0,6.96
535,Kavaratti,IN,2020-08-17 22:17:52,10.57,72.64,81.01,82,91,13.06
536,Spokane,US,2020-08-17 22:15:42,47.62,-117.37,100.4,17,1,6.08
537,Ulaangom,MN,2020-08-17 22:17:52,49.98,92.07,57.72,79,7,1.86
538,Dzerzhinskoye,RU,2020-08-17 22:17:52,56.83,95.23,49.28,82,0,4.23
539,San Juan,AR,2020-08-17 22:17:28,-31.54,-68.54,63.52,25,0,8.14
540,Buala,SB,2020-08-17 22:17:53,-8.14,159.59,83.07,73,80,3.76
541,Guanhaes,BR,2020-08-17 22:15:23,-18.77,-42.93,65.66,85,40,4.56
